"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","EAR_1","EAR_2_BFP","Def_amb_HHS_EAR2","Def_CO2_HHS_EAR2","Def_CO2u_HHS_EAR2","Def_CO2l_HHS_EAR2","Difference_HHS2","DifferenceCIu_HHS2","DifferenceCIl_HHS2","pop","country.y","People_already_deficient_HHS2","People_made_deficient_HHS2","People_made_deficientCIu_HHS2","People_made_deficientCIl_HHS2"
"12","ARG",132,"Argentina",0.657608912161723,0.435653040426273,4.12758068117642,4.24890863603736,4.09677194893232,4.11233429403232,4.08096358355112,4.21809990379326,4.23366224889326,4.20229153841206,18.1887563608006,20.3885667076199,0.0453328291951434,0.0499800450032436,0.0475872163967933,0.0525079634803437,0.00464721580810025,0.00225438720164989,0.00717513428520034,40729000,"Argentina",1846360.80028899,189276.452648115,91818.9363359983,292236.044301925
"13","ARM",133,"Armenia",0.581073022504838,0.434702311372534,3.99006015461822,4.06440003360336,3.91423073487219,3.93999100917552,3.88778928284833,3.98857061385733,4.01433088816066,3.96212916183347,18.6100405222252,20.0136101980406,0.043630910335124,0.0571080767278457,0.0522033564468779,0.0625125583224916,0.0134771663927216,0.00857244611175381,0.0188816479873675,2964000,"Armenia",129322.018233308,39946.3211880269,25408.7302752383,55965.2046345573
"14","ASIA",134,"Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4198188000,"Asia",NA,NA,NA,NA
"15","ASM",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","ATG",136,"Antigua and Barbuda",NA,0.462057544319324,NA,4.12735791746606,NA,NA,NA,4.09852468238277,4.10862102647233,4.088325361557,18.1435294788928,19.4631741709858,NA,NA,NA,NA,NA,NA,NA,88000,"Antigua and Barbuda",NA,NA,NA,NA
"17","AUS",137,"Australia",0.603009564895096,0.428936867281207,4.18763758478954,4.27745443441051,4.1559735406118,4.16756539896859,4.14424573363758,4.24579039023278,4.25738224858957,4.23406258325856,18.7315277084988,22.4107487199319,0.0368992712124324,0.0413393866753001,0.0396661297554518,0.043090033130421,0.00444011546286775,0.00276685854301949,0.0061907619179886,22741000,"Australia",839126.326641924,100972.665741075,62921.1301268062,140784.116776979
"18","Australia and New Zealand",138,"Australia & New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27155000,"Australia & New Zealand",NA,NA,NA,NA
"19","AUT",139,"Austria",0.569184079854203,0.427965586347602,4.20746259408728,4.2778705809181,4.1669231142494,4.18107937344883,4.15256357423606,4.23733110108022,4.25148736027965,4.22297156106688,19.1348932729848,22.0117966893928,0.0249688241089075,0.0294275725748863,0.0278008166288345,0.0311576539585285,0.00445874846597874,0.00283199251992697,0.00618882984962093,8433000,"Austria",210562.093710417,37600.6258135987,23882.1929205441,52190.4021218533
"20","AZE",140,"Azerbaijan",0.594599398816092,0.449582232845265,4.08590565450509,4.16161778499625,4.01406663635832,4.04904223713372,3.97782326809005,4.08977876684948,4.12475436762488,4.05353539858121,18.4736609471778,20.2497593990485,0.0349478238294044,0.0453451906182101,0.040008342774648,0.0514649047630399,0.0103973667888057,0.00506051894524361,0.0165170809336355,9202000,"Azerbaijan",321589.874878179,95676.5691905903,46566.8953341317,151990.178751314
"21","BDI",141,"Burundi",0.592114212343904,0.505388080453532,3.56474812045852,3.61233918475608,3.50665830299967,3.54692255245578,3.46470458059262,3.55424936729723,3.59451361675335,3.51229564489018,16.7455713959724,15.563075670158,0.0830859544303302,0.0991336601754417,0.0877877331792155,0.112059212036644,0.0160477057451115,0.00470177874888529,0.0289732576063139,NA,NA,NA,NA,NA,NA
"22","BEL",142,"Belgium",0.590423760697425,0.427965586347602,4.12976498460613,4.21248782165525,4.08347218000223,4.10146687420791,4.06514773393208,4.16619501705136,4.18418971125704,4.1478705709812,18.907410336055,20.6899497290405,0.0312123775241213,0.0371419640268327,0.0347359753023377,0.0397302896366849,0.00592958650271135,0.00352359777821639,0.00851791211256353,11007000,"Belgium",343554.639408003,65266.9586353438,38784.2407448278,93756.6586229868
"23","BEN",143,"Benin",0.622799063937535,0.501534271825393,3.81339384821174,3.88156487232476,3.76877430082538,3.79152879563926,3.7454899591873,3.8369453249384,3.85969981975228,3.81366098330032,16.6613705891173,16.3586492947218,0.0509638622332917,0.0589163641049927,0.0547470340935094,0.0634366176067101,0.00795250187170105,0.00378317186021772,0.0124727553734185,9780000,"Benin",498426.572641593,77775.4683052362,36999.4207929293,121983.547552033
"24","BFA",144,"Burkina Faso",0.629643473548883,0.577590689277607,4.10583964131282,4.13725959103408,4.08688863487774,4.11347750534406,4.0595734402826,4.118308584599,4.14489745506532,4.09099339000386,16.4996571333928,15.7881239883099,0.016232358980752,0.0174920041330662,0.0157471037645067,0.019453863326267,0.00125964515231424,-0.000485255216245237,0.00322150434551503,15995000,"Burkina Faso",259636.581897128,20148.0242112663,-7761.65718384257,51527.962006513
"25","BGD",145,"Bangladesh",0.585651783761064,0.482387566298118,3.74052899951689,3.79567412336864,3.67377873464877,3.69809631047709,3.64885504448285,3.72892385850052,3.75324143432884,3.7040001683346,17.9791196347903,15.6887038684213,0.0458684498141712,0.0579370371471003,0.0532797562455551,0.0630365049896369,0.012068587332929,0.00741130643138381,0.0171680551754657,152862000,"Bangladesh",7011542.97549385,1844828.3968862,1132907.12371419,2624343.25023204
"26","BGR",146,"Bulgaria",0.563930257725506,0.456770035259898,3.99987441557049,4.05456365080401,3.95016690967394,3.97560634008332,3.92406338368302,4.00485614490746,4.03029557531684,3.97875261891653,19.2533836572027,21.6727107065688,0.0506918444711702,0.0605662652856675,0.0553395284379273,0.0663230208897918,0.00987442081449732,0.00464768396675711,0.0156311764186215,7333000,"Bulgaria",371723.295507091,72409.1278327088,34081.4665282299,114623.416677752
"27","BHR",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5860301320333,21.5445323289741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","BHS",148,"Bahamas",NA,0.438488184159075,NA,4.04699878256797,NA,NA,NA,4.00961797863254,4.01700244039333,4.00217858067048,18.5617877259822,20.821737295744,NA,NA,NA,NA,NA,NA,NA,366000,"Bahamas",NA,NA,NA,NA
"29","BIH",149,"Bosnia and Herzegovina",0.608851171562302,0.439427616294098,4.07733000248492,4.16613156206036,4.0118246401699,4.04346430748162,3.97915110398183,4.10062619974534,4.13226586705706,4.06795266355727,18.967544458312,21.2061950990284,0.0464520328682321,0.05789585414702,0.0521184224231466,0.0643785993008952,0.0114438212787879,0.0056663895549145,0.0179265664326632,3839000,"Bosnia and Herzegovina",178329.354181143,43932.8298892668,21753.2695013168,68820.088534994
"30","BLR",150,"Belarus",0.554656147670736,0.432792211465264,4.12284439794159,4.18301156986356,4.07347984454492,4.08539252780565,4.06142353658723,4.13364701646689,4.14555969972762,4.1215907085092,19.1253219625922,22.2440795526216,0.0328574993517565,0.0399417469674154,0.0381276060163905,0.0418485657817186,0.00708424761565889,0.00527010666463393,0.0089910664299621,9450000,"Belarus",310503.368874099,66946.1399679765,49802.5079807907,84965.5777631418
"31","BLZ",151,"Belize",0.710898007711834,0.474911229509191,3.77266370205082,3.91258135277818,3.72290766768391,3.7452981896499,3.70000430556982,3.86282531841127,3.88521584037726,3.83992195629718,17.2726288738589,18.5195924669178,0.114863059006593,0.129011916845436,0.122501927468599,0.135915274829603,0.0141488578388429,0.00763886846200575,0.02105221582301,316000,"Belize",36296.7266460833,4471.03907707434,2413.88243399382,6652.50020007117
"32","BMU",152,"Bermuda",NA,0.464669243895559,NA,4.26148909935579,NA,NA,NA,4.23433386005053,4.24347499338682,4.2251083949147,NA,NA,NA,NA,NA,NA,NA,NA,NA,65000,"Bermuda",NA,NA,NA,NA
"33","BOL",153,"Bolivia (Plurinational State of)",0.730960061902753,0.479085752531057,3.74018187918403,3.89257160609335,3.69815083559201,3.71582261958062,3.68016113304363,3.85054056250133,3.86821234648993,3.83255085995294,17.3650375263101,18.4165348589315,0.12896503623372,0.141457076819325,0.136108344938968,0.147046520145831,0.0124920405856052,0.00714330870524857,0.0180814839121111,10324000,"Bolivia (Plurinational State of)",1331435.03407692,128967.827005788,73747.5190729862,186673.239908635
"34","BRA",154,"Brazil",0.720765414231563,0.523294052736822,4.08405403067749,4.20688708903882,4.04577255672433,4.06175907543397,4.02952631148999,4.16860561508566,4.18459213379531,4.15235936985132,18.1249007260445,18.9968080953712,0.0568989098899954,0.063226643963974,0.0605205383798899,0.066072305592228,0.00632773407397859,0.00362162848989451,0.00917339570223258,196935000,"Brazil",11205386.8191863,1246152.30985897,713225.406657375,1806562.68261917
"35","BRB",155,"Barbados",NA,0.436600915721268,NA,4.16736969723699,NA,NA,NA,4.13588575151717,4.14938274391092,4.12220409506874,18.7726319598259,21.6816352266343,NA,NA,NA,NA,NA,NA,NA,282000,"Barbados",NA,NA,NA,NA
"36","BRN",156,"Brunei Darussalam",NA,0.435653040426273,NA,4.12461091935978,NA,NA,NA,4.08563859171521,4.09749793363863,4.07363691612916,17.9573423861692,17.7438259133518,NA,NA,NA,NA,NA,NA,NA,407000,"Brunei Darussalam",NA,NA,NA,NA
"37","BTN",157,NA,0.623440534970185,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1590444364698,15.996392997505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","BWA",158,"Botswana",0.761129388578963,0.472380727077439,3.60216132503133,3.78024852245352,3.56892000123959,3.59154181476824,3.54577457331021,3.74700719866178,3.76962901219043,3.7238617707324,17.5485105867019,18.0878369603467,0.176501606661608,0.188049699474886,0.180141098526762,0.196359511538104,0.0115480928132778,0.00363949186515403,0.0198579048764959,1987000,"Botswana",350708.692436615,22946.060419983,7231.67033606105,39457.6569895973
"39","CAA",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","CAF",160,"Central African Republic",0.73102401130245,0.503851886924174,3.62462224556026,3.7648869361321,3.5942416048512,3.61605787677421,3.57193874800954,3.73450629542304,3.75632256734605,3.71220343858138,16.98257652929,16.0213022992522,0.12226992846545,0.130898234707446,0.124660821849428,0.137494340473711,0.00862830624199543,0.00239089338397785,0.0152244120082613,4436000,"Central African Republic",542389.402672737,38275.1664894917,10606.0030513258,67535.491668647
"41","CALACA",161,"CALACA",0.678019679657449,0.4968867132449,3.82925866351017,3.93566580361191,3.78923558572344,3.81920828592727,3.75833669072565,3.89564272582518,3.92561542602901,3.86474383082738,28.1342075731307,29.881424416228,0.262003295695843,0.281580690630814,0.266853107953655,0.297162205842063,0.0195773949349705,0.004849812257812,0.0351589101462195,332749000,"CALACA",87181334.6394961,6514358.58721649,1613770.17897469,11699092.1922444
"42","CAN",162,"Canada",0.588118724644867,0.428936867281207,4.25787498170436,4.33882338078681,4.22232312047389,4.23585162715546,4.20860908044163,4.30327151955633,4.3168000262379,4.28955747952407,18.9707814482547,21.0036180549245,0.0195650925712451,0.0226227395311529,0.0214147892088419,0.0239053792777956,0.00305764695990772,0.00184969663759677,0.00434028670655045,34487000,"Canada",674741.347504531,105449.070706338,63790.4879407998,149683.467648805
"43","CANAME",163,"CANAME",0.58730166371063,0.486762555000405,4.13440014541696,4.18839287504033,4.06694854220893,4.09396349820049,4.0391834670486,4.1209412718323,4.14795622782387,4.09317619667197,10.3367709964992,11.0952183337355,0.00163010148040595,0.00234766171293488,0.00203152929807413,0.00271836383169383,0.000717560232528932,0.000401427817668182,0.00108826235128788,525377000,"CANAME",856417.825471235,376989.642285352,210900.942563057,571748.009332574
"44","CEA",164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","CEB",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","CEEAEU",166,"CEEAEU",0.596543637774499,0.439413551080312,4.110978376018,4.19236839746611,4.05860088175158,4.07862302530981,4.03816964713525,4.13999090319969,4.16001304675792,4.11955966858336,10.0373586482337,10.8691628145889,0.00191557838481727,0.00252413285533329,0.00227340811290291,0.00280549755614118,0.000608554470516027,0.00035782972808564,0.000889919171323917,327740000,"CEEAEU",627811.659840011,199447.642166923,117275.115082788,291662.109209701
"47","Central America",167,"Central America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162800000,"Central America",NA,NA,NA,NA
"48","Central Asia",168,"Central Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62575000,"Central Asia",NA,NA,NA,NA
"49","CEU",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","CHE",170,"Switzerland",0.594429733306791,0.428936867281207,3.98220972944008,4.06688966530316,3.9371218472806,3.95446781637086,3.91946967636631,4.02180178314368,4.03914775223394,4.00414961222939,19.1090490872692,21.4584721687602,0.0616432514964657,0.071423117490746,0.0675284140020568,0.0755612560225712,0.00977986599428023,0.00588516250559106,0.0139180045261054,7915000,"Switzerland",487906.335594526,77407.639344728,46581.0612317533,110161.005824125
"51","CHI",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0613988546424,21.8798593906449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","CHL",172,"Chile",0.704172098556409,0.441298172206176,4.00056606985669,4.1511232036531,3.96087202911931,3.98055634601803,3.94079244633087,4.11142916291572,4.13111347981445,4.09134958012728,18.4672158765865,20.5212390236657,0.0821983824540248,0.0910912126953284,0.086595906681441,0.0958527771396413,0.00889283024130356,0.00439752422741613,0.0136543946856164,17308000,"Chile",1422689.60351426,153917.105816482,76112.3493281183,236330.263218649
"53","CHN",175,"China, mainland",0.643056948610437,0.524744149811262,4.22405567926523,4.29313858746274,4.16322132224081,4.17645792282694,4.14980716113467,4.23230423043832,4.24554083102445,4.21889006933218,9.53428880777451,9.41237373191196,0.00102738164584986,0.00140589214887634,0.00131407572555858,0.00150488279012848,0.000378510503026483,0.000286694079708726,0.00047750114427862,1399292000,"China",1437606.91798454,529646.718800933,401168.732183783,668163.531179919
"54","CHN",175,"China, mainland",0.643056948610437,0.524744149811262,4.22405567926523,4.29313858746274,4.16322132224081,4.17645792282694,4.14980716113467,4.23230423043832,4.24554083102445,4.21889006933218,9.53428880777451,9.41237373191196,0.00102738164584986,0.00140589214887634,0.00131407572555858,0.00150488279012848,0.000378510503026483,0.000286694079708726,0.00047750114427862,1368440000,"China, mainland",1405910.13944678,517968.91276156,392323.64643661,653431.665876635
"55","CHN",176,"China",0.643056948610437,0.524744149811262,4.24758617667542,4.31666908487294,4.18822486815953,4.20117187296992,4.17510803727321,4.25730777635704,4.27025478116743,4.24419094547072,9.53428880777451,9.41237373191196,0.000907969899350915,0.00123709151164967,0.00115717115178342,0.00132318174292071,0.000329121612298756,0.000249201252432505,0.000415211843569798,1399292000,"China",1270515.01640254,460537.239116751,348705.318918785,581002.61101247
"56","CHN",176,"China",0.643056948610437,0.524744149811262,4.24758617667542,4.31666908487294,4.18822486815953,4.20117187296992,4.17510803727321,4.25730777635704,4.27025478116743,4.24419094547072,9.53428880777451,9.41237373191196,0.000907969899350915,0.00123709151164967,0.00115717115178342,0.00132318174292071,0.000329121612298756,0.000249201252432505,0.000415211843569798,1368440000,"China, mainland",1242502.32906777,450383.17913411,341016.961878738,568192.495214655
"57","CHN",173,"China, mainland",0.643056948610437,0.524744149811262,4.22405567926523,4.29313858746274,4.16322132224081,4.17645792282694,4.14980716113467,4.23230423043832,4.24554083102445,4.21889006933218,9.53428880777451,9.41237373191196,0.00102738164584986,0.00140589214887634,0.00131407572555858,0.00150488279012848,0.000378510503026483,0.000286694079708726,0.00047750114427862,1399292000,"China",1437606.91798454,529646.718800933,401168.732183783,668163.531179919
"58","CHN",173,"China, mainland",0.643056948610437,0.524744149811262,4.22405567926523,4.29313858746274,4.16322132224081,4.17645792282694,4.14980716113467,4.23230423043832,4.24554083102445,4.21889006933218,9.53428880777451,9.41237373191196,0.00102738164584986,0.00140589214887634,0.00131407572555858,0.00150488279012848,0.000378510503026483,0.000286694079708726,0.00047750114427862,1368440000,"China, mainland",1405910.13944678,517968.91276156,392323.64643661,653431.665876635
"59","CHN",174,"China",0.643056948610437,0.524744149811262,4.24758617667542,4.31666908487294,4.18822486815953,4.20117187296992,4.17510803727321,4.25730777635704,4.27025478116743,4.24419094547072,9.53428880777451,9.41237373191196,0.000907969899350915,0.00123709151164967,0.00115717115178342,0.00132318174292071,0.000329121612298756,0.000249201252432505,0.000415211843569798,1399292000,"China",1270515.01640254,460537.239116751,348705.318918785,581002.61101247
"60","CHN",174,"China",0.643056948610437,0.524744149811262,4.24758617667542,4.31666908487294,4.18822486815953,4.20117187296992,4.17510803727321,4.25730777635704,4.27025478116743,4.24419094547072,9.53428880777451,9.41237373191196,0.000907969899350915,0.00123709151164967,0.00115717115178342,0.00132318174292071,0.000329121612298756,0.000249201252432505,0.000415211843569798,1368440000,"China, mainland",1242502.32906777,450383.17913411,341016.961878738,568192.495214655
"61","CIV",178,"CÃ´te d'Ivoire",0.639731573022418,0.564317048403231,3.72719738996346,3.77259876716506,3.67595358279289,3.69279302643218,3.65882570834474,3.72135495999449,3.73819440363378,3.70422708554634,16.8725375806356,16.4018146271732,0.0730521244404784,0.0848251221164212,0.0808089002356864,0.0890618019146865,0.0117729976759428,0.00775677579520798,0.0160096774742081,19390000,"Côte d'Ivoire",1416480.69290088,228278.424936532,150403.882669083,310427.646224894
"62","CIV",177,"CÃ´te d'Ivoire",0.639731573022418,0.564317048403231,3.72719738996346,3.77259876716506,3.67595358279289,3.69279302643218,3.65882570834474,3.72135495999449,3.73819440363378,3.70422708554634,16.8725375806356,16.4018146271732,0.0730521244404784,0.0848251221164212,0.0808089002356864,0.0890618019146865,0.0117729976759428,0.00775677579520798,0.0160096774742081,19390000,"Côte d'Ivoire",1416480.69290088,228278.424936532,150403.882669083,310427.646224894
"63","CLA",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","CME",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","CMR",181,"Cameroon",0.624491121365301,0.476587423862346,3.97939268956359,4.06081948360376,3.93977685866473,3.96188573108102,3.91716811152085,4.02120365270491,4.04331252512119,3.99859490556102,16.3595489677189,16.8105414778803,0.0319177202576584,0.0367357614475368,0.0339783767330167,0.0397420782715345,0.00481804118987841,0.00206065647535835,0.00782435801387611,21156000,"Cameroon",675251.289771021,101930.479413068,43595.2483926813,165532.118141563
"66","COD",182,"Democratic Republic of the Congo",0.657247233587957,NA,2.97036567013313,NA,2.91947835045883,2.94665324212389,2.89154430614455,NA,NA,NA,16.5477373248387,15.3941259388091,0.359554046328244,0.388885059918828,0.373130793364272,0.405271898041037,0.029331013590584,0.0135767470360281,0.0457178517127931,NA,NA,NA,NA,NA,NA
"67","COG",183,"Congo",0.674802175239916,0.500758143565517,3.70414664487006,3.80644627355073,3.65889609156479,3.67038058962743,3.64727816597468,3.76119572024546,3.7726802183081,3.74957779465535,16.4501249174535,15.6616511540725,0.0789507989464344,0.0892953799338824,0.0865790903783744,0.0921072285921109,0.010344580987448,0.00762829143193998,0.0131564296456765,4225000,"Congo",333567.125548685,43705.8546719679,32229.5312999464,55585.9152529832
"68","COL",184,"Colombia",0.728532115447865,0.499980204875923,3.56326187486962,3.70365129385521,3.52259330576726,3.54167923551014,3.50313600383416,3.66298272475285,3.68206865449572,3.64352542281975,17.8153830798456,18.6313722892292,0.190432609693485,0.205971093483118,0.198587205484319,0.21366378129396,0.0155384837896329,0.00815459579083394,0.0232311716004756,47079000,"Colombia",8965376.83175958,731536.278332125,383910.215236671,1093700.32777879
"69","COM",185,"Comoros",0.783065481764489,0.487279033013975,3.54142190108671,3.72929724744472,3.49123353293644,3.51045704651632,3.47163322065644,3.67910887929445,3.69833239287433,3.65950856701444,16.7104949288138,16.5514504084714,0.173980242436396,0.19093377358745,0.18432379911991,0.197820971615294,0.016953531151054,0.0103435566835144,0.0238407291788976,NA,NA,NA,NA,NA,NA
"70","CPV",186,"Cabo Verde",0.694553074493982,0.468119140728801,3.86967187752879,4.00130609921498,3.82420642010786,3.84556845166924,3.80237807257786,3.95584064179405,3.97720267335542,3.93401229426405,17.7902691743105,17.7902691743105,0.0768121507612268,0.0866958790137673,0.0819396327581689,0.0917660495712092,0.00988372825254048,0.00512748199694217,0.0149538988099825,491000,"Cabo Verde",37714.7660237623,4852.91057199738,2517.59366049861,7342.3643157014
"71","CRI",187,"Costa Rica",0.695860460145859,0.443157775521755,3.72818102355492,3.87209750654943,3.67965153148554,3.69574555743478,3.6632942451706,3.82356801448005,3.83966204042929,3.8072107281651,18.2790071778528,19.5832923234247,0.139440134405858,0.155506703927497,0.150048331045768,0.161186955882506,0.016066569521639,0.0106081966399092,0.0217468214766473,4738000,"Costa Rica",660667.356814957,76123.4063935254,50261.6356798899,103036.440156355
"72","CSA",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","CSS",189,"Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37011000,"Caribbean",NA,NA,NA,NA
"74","CUB",190,"Cuba",NA,0.445006573545981,NA,4.16366445179175,NA,NA,NA,4.1156850174336,4.13416077731959,4.09686146809041,18.9486379899088,20.700312489863,NA,NA,NA,NA,NA,NA,NA,11276000,"Cuba",NA,NA,NA,NA
"75","CUW",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7442268396379,20.2194022538592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","CYM",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","CYP",193,"Cyprus",NA,0.429905148832323,NA,3.96803379205015,NA,NA,NA,3.93012801652143,3.9454037640579,3.91461529590162,18.878583242385,22.0790864566173,NA,NA,NA,NA,NA,NA,NA,1117000,"Cyprus",NA,NA,NA,NA
"78","CZE",194,"Czech Republic",0.551105656221467,0.428936867281207,4.00702436120002,4.06688966530316,3.96439116536482,3.98256288097572,3.94588311734255,4.02425646946796,4.04242818507886,4.00574842144569,19.1427314802052,21.783085503879,0.0464728180282799,0.0545003804610806,0.0509539333268486,0.0583103208234209,0.00802756243280065,0.00448111529856873,0.011837502795141,10611000,"Czech Republic",493123.072098078,85180.4649744477,47549.1144331128,125607.742159241
"79","DEU",195,"Germany",0.564585129731352,0.427965586347602,4.13108125679151,4.19888216959947,4.0874881037797,4.1035395271345,4.07117482334036,4.15528901658766,4.17134043994246,4.13897573614832,19.2535164340263,22.2075225288206,0.0339628031454918,0.0402071444620088,0.0378073420338733,0.0427714148917796,0.00624434131651704,0.00384453888838152,0.00880861174628781,82893000,"Germany",2815278.64113925,517612.184750047,318685.362074609,730172.253485036
"80","DJI",196,"Djibouti",0.630641895511421,0.512215056853556,3.80847858504535,3.87615105299873,3.73916091811283,3.7753343612442,3.70162968754236,3.80683338606621,3.84300682919757,3.76930215549573,17.5750288000775,17.5750288000775,0.0676250113580156,0.0832099518897708,0.0747698749479878,0.0927039396863358,0.0155849405317552,0.00714486358997221,0.0250789283283203,847000,"Djibouti",57278.3846202392,13200.4446303967,6051.69946070646,21241.8522940873
